Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nigeria,NGA,2021,Control of Corruption: Number of Sources,CC.NO.SRC,12
Nigeria,NGA,2020,Control of Corruption: Number of Sources,CC.NO.SRC,13
Nigeria,NGA,2019,Control of Corruption: Number of Sources,CC.NO.SRC,14
Nigeria,NGA,2018,Control of Corruption: Number of Sources,CC.NO.SRC,14
Nigeria,NGA,2017,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2016,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2015,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2014,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2013,Control of Corruption: Number of Sources,CC.NO.SRC,16
Nigeria,NGA,2012,Control of Corruption: Number of Sources,CC.NO.SRC,16
Nigeria,NGA,2011,Control of Corruption: Number of Sources,CC.NO.SRC,16
Nigeria,NGA,2010,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2009,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2008,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2007,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2006,Control of Corruption: Number of Sources,CC.NO.SRC,15
Nigeria,NGA,2005,Control of Corruption: Number of Sources,CC.NO.SRC,12
Nigeria,NGA,2004,Control of Corruption: Number of Sources,CC.NO.SRC,11
Nigeria,NGA,2003,Control of Corruption: Number of Sources,CC.NO.SRC,8
Nigeria,NGA,2002,Control of Corruption: Number of Sources,CC.NO.SRC,6
Nigeria,NGA,2000,Control of Corruption: Number of Sources,CC.NO.SRC,5
Nigeria,NGA,1998,Control of Corruption: Number of Sources,CC.NO.SRC,4
Nigeria,NGA,1996,Control of Corruption: Number of Sources,CC.NO.SRC,4
Nigeria,NGA,2022,Control of Corruption: Percentile Rank,CC.PER.RNK,14.6226415634155
Nigeria,NGA,2021,Control of Corruption: Percentile Rank,CC.PER.RNK,14.2857141494751
Nigeria,NGA,2020,Control of Corruption: Percentile Rank,CC.PER.RNK,13.8095235824585
Nigeria,NGA,2019,Control of Corruption: Percentile Rank,CC.PER.RNK,12.380952835083
Nigeria,NGA,2018,Control of Corruption: Percentile Rank,CC.PER.RNK,12.380952835083
Nigeria,NGA,2017,Control of Corruption: Percentile Rank,CC.PER.RNK,12.380952835083
Nigeria,NGA,2016,Control of Corruption: Percentile Rank,CC.PER.RNK,13.3333330154419
Nigeria,NGA,2015,Control of Corruption: Percentile Rank,CC.PER.RNK,12.8571424484253
Nigeria,NGA,2014,Control of Corruption: Percentile Rank,CC.PER.RNK,7.692307472229
Nigeria,NGA,2013,Control of Corruption: Percentile Rank,CC.PER.RNK,9.47867298126221
Nigeria,NGA,2012,Control of Corruption: Percentile Rank,CC.PER.RNK,10.9004735946655
Nigeria,NGA,2011,Control of Corruption: Percentile Rank,CC.PER.RNK,10.4265403747559
Nigeria,NGA,2010,Control of Corruption: Percentile Rank,CC.PER.RNK,15.2380952835083
Nigeria,NGA,2009,Control of Corruption: Percentile Rank,CC.PER.RNK,16.7464122772217
Nigeria,NGA,2008,Control of Corruption: Percentile Rank,CC.PER.RNK,18.9320392608643
Nigeria,NGA,2007,Control of Corruption: Percentile Rank,CC.PER.RNK,13.1067962646484
Nigeria,NGA,2006,Control of Corruption: Percentile Rank,CC.PER.RNK,10.731707572937
Nigeria,NGA,2005,Control of Corruption: Percentile Rank,CC.PER.RNK,11.7073173522949
Nigeria,NGA,2004,Control of Corruption: Percentile Rank,CC.PER.RNK,4.92610836029053
Nigeria,NGA,2003,Control of Corruption: Percentile Rank,CC.PER.RNK,4.23280429840088
Nigeria,NGA,2002,Control of Corruption: Percentile Rank,CC.PER.RNK,0.52910053730011
Nigeria,NGA,2000,Control of Corruption: Percentile Rank,CC.PER.RNK,3.19148945808411
Nigeria,NGA,1998,Control of Corruption: Percentile Rank,CC.PER.RNK,10.1604280471802
Nigeria,NGA,1996,Control of Corruption: Percentile Rank,CC.PER.RNK,8.60215091705322
Nigeria,NGA,2022,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,7.07547187805176
Nigeria,NGA,2021,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,6.66666650772095
Nigeria,NGA,2020,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,7.14285707473755
Nigeria,NGA,2019,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,9.0476188659668
Nigeria,NGA,2018,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,9.0476188659668
Nigeria,NGA,2017,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,9.0476188659668
Nigeria,NGA,2016,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,10
Nigeria,NGA,2015,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,7.14285707473755
Nigeria,NGA,2014,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,2.88461542129517
Nigeria,NGA,2013,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0.947867274284363
Nigeria,NGA,2012,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,1.42180097103119
Nigeria,NGA,2011,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,2.36966824531555
Nigeria,NGA,2010,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,4.2857141494751
Nigeria,NGA,2009,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,4.30622005462646
Nigeria,NGA,2008,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,10.6796112060547
Nigeria,NGA,2007,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,4.85436916351318
Nigeria,NGA,2006,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,4.3902440071106
Nigeria,NGA,2005,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,1.46341466903687
Nigeria,NGA,2004,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0
Nigeria,NGA,2003,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0
Nigeria,NGA,2002,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0
Nigeria,NGA,2000,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0
Nigeria,NGA,1998,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0
Nigeria,NGA,1996,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0
Nigeria,NGA,2022,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,21.2264156341553
Nigeria,NGA,2021,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,20.9523811340332
Nigeria,NGA,2020,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,20
Nigeria,NGA,2019,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,19.5238094329834
Nigeria,NGA,2018,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,18.0952377319336
Nigeria,NGA,2017,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,18.0952377319336
Nigeria,NGA,2016,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,22.380952835083
Nigeria,NGA,2015,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,20
Nigeria,NGA,2014,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,13.4615383148193
Nigeria,NGA,2013,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,15.6398105621338
Nigeria,NGA,2012,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,18.0094795227051
Nigeria,NGA,2011,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,18.4834117889404
Nigeria,NGA,2010,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,21.4285717010498
Nigeria,NGA,2009,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,22.4880390167236
Nigeria,NGA,2008,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,31.0679607391357
Nigeria,NGA,2007,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,21.8446598052979
Nigeria,NGA,2006,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,20
Nigeria,NGA,2005,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,18.0487804412842
Nigeria,NGA,2004,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,11.822660446167
Nigeria,NGA,2003,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,8.99470901489258
Nigeria,NGA,2002,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,6.34920644760132
Nigeria,NGA,2000,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,18.6170215606689
Nigeria,NGA,1998,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,28.3422451019287
Nigeria,NGA,1996,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,25.8064517974854
Nigeria,NGA,2022,Control of Corruption: Standard Error,CC.STD.ERR,0.151112407445908
Nigeria,NGA,2021,Control of Corruption: Standard Error,CC.STD.ERR,0.152160331606865
Nigeria,NGA,2020,Control of Corruption: Standard Error,CC.STD.ERR,0.13961386680603
Nigeria,NGA,2019,Control of Corruption: Standard Error,CC.STD.ERR,0.136348769068718
Nigeria,NGA,2018,Control of Corruption: Standard Error,CC.STD.ERR,0.127457529306412
Nigeria,NGA,2017,Control of Corruption: Standard Error,CC.STD.ERR,0.124474965035915
Nigeria,NGA,2016,Control of Corruption: Standard Error,CC.STD.ERR,0.134578704833984
Nigeria,NGA,2015,Control of Corruption: Standard Error,CC.STD.ERR,0.1323112398386
Nigeria,NGA,2014,Control of Corruption: Standard Error,CC.STD.ERR,0.132209286093712
Nigeria,NGA,2013,Control of Corruption: Standard Error,CC.STD.ERR,0.133536085486412
Nigeria,NGA,2012,Control of Corruption: Standard Error,CC.STD.ERR,0.13503709435463
Nigeria,NGA,2011,Control of Corruption: Standard Error,CC.STD.ERR,0.143477737903595
Nigeria,NGA,2010,Control of Corruption: Standard Error,CC.STD.ERR,0.15024009346962
Nigeria,NGA,2009,Control of Corruption: Standard Error,CC.STD.ERR,0.152790009975433
Nigeria,NGA,2008,Control of Corruption: Standard Error,CC.STD.ERR,0.150314226746559
Nigeria,NGA,2007,Control of Corruption: Standard Error,CC.STD.ERR,0.153243139386177
Nigeria,NGA,2006,Control of Corruption: Standard Error,CC.STD.ERR,0.145846575498581
Nigeria,NGA,2005,Control of Corruption: Standard Error,CC.STD.ERR,0.162129476666451
Nigeria,NGA,2004,Control of Corruption: Standard Error,CC.STD.ERR,0.16343055665493
Nigeria,NGA,2003,Control of Corruption: Standard Error,CC.STD.ERR,0.185883700847626
Nigeria,NGA,2002,Control of Corruption: Standard Error,CC.STD.ERR,0.189121678471565
Nigeria,NGA,2000,Control of Corruption: Standard Error,CC.STD.ERR,0.221239894628525
Nigeria,NGA,1998,Control of Corruption: Standard Error,CC.STD.ERR,0.227055490016937
Nigeria,NGA,1996,Control of Corruption: Standard Error,CC.STD.ERR,0.262076586484909
Nigeria,NGA,2022,Government Effectiveness: Estimate,GE.EST,-1.03512346744537
Nigeria,NGA,2021,Government Effectiveness: Estimate,GE.EST,-1.02781987190247
Nigeria,NGA,2020,Government Effectiveness: Estimate,GE.EST,-1.14423859119415
Nigeria,NGA,2019,Government Effectiveness: Estimate,GE.EST,-1.21332895755768
Nigeria,NGA,2018,Government Effectiveness: Estimate,GE.EST,-1.11822462081909
Nigeria,NGA,2017,Government Effectiveness: Estimate,GE.EST,-1.04142808914185
Nigeria,NGA,2016,Government Effectiveness: Estimate,GE.EST,-1.11994469165802
Nigeria,NGA,2015,Government Effectiveness: Estimate,GE.EST,-0.996232509613037
Nigeria,NGA,2014,Government Effectiveness: Estimate,GE.EST,-1.18909764289856
Nigeria,NGA,2013,Government Effectiveness: Estimate,GE.EST,-0.997697591781616
Nigeria,NGA,2012,Government Effectiveness: Estimate,GE.EST,-1.00097513198853
Nigeria,NGA,2011,Government Effectiveness: Estimate,GE.EST,-1.10223460197449
Nigeria,NGA,2010,Government Effectiveness: Estimate,GE.EST,-1.16522252559662
Nigeria,NGA,2009,Government Effectiveness: Estimate,GE.EST,-1.20047557353973
Nigeria,NGA,2008,Government Effectiveness: Estimate,GE.EST,-0.987497508525848
Nigeria,NGA,2007,Government Effectiveness: Estimate,GE.EST,-1.03206491470337
Nigeria,NGA,2006,Government Effectiveness: Estimate,GE.EST,-0.96748149394989
Nigeria,NGA,2005,Government Effectiveness: Estimate,GE.EST,-0.897212326526642
Nigeria,NGA,2004,Government Effectiveness: Estimate,GE.EST,-0.935620546340942
Nigeria,NGA,2003,Government Effectiveness: Estimate,GE.EST,-0.916132032871246
Nigeria,NGA,2002,Government Effectiveness: Estimate,GE.EST,-1.0197149515152
Nigeria,NGA,2000,Government Effectiveness: Estimate,GE.EST,-0.970691919326782
Nigeria,NGA,1998,Government Effectiveness: Estimate,GE.EST,-1.11976456642151
Nigeria,NGA,1996,Government Effectiveness: Estimate,GE.EST,-0.923635601997375
Nigeria,NGA,2022,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Nigeria,NGA,2021,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Nigeria,NGA,2020,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Nigeria,NGA,2019,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2018,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2017,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Nigeria,NGA,2016,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Nigeria,NGA,2015,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Nigeria,NGA,2014,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Nigeria,NGA,2013,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Nigeria,NGA,2012,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2011,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2010,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2009,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2008,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2007,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2006,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Nigeria,NGA,2005,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Nigeria,NGA,2004,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Nigeria,NGA,2003,Government Effectiveness: Number of Sources,GE.NO.SRC,6
Nigeria,NGA,2002,Government Effectiveness: Number of Sources,GE.NO.SRC,6
Nigeria,NGA,2000,Government Effectiveness: Number of Sources,GE.NO.SRC,4
Nigeria,NGA,1998,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Nigeria,NGA,1996,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Nigeria,NGA,2022,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.1509437561035
Nigeria,NGA,2021,Government Effectiveness: Percentile Rank,GE.PER.RNK,13.3333330154419
Nigeria,NGA,2020,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.9047622680664
Nigeria,NGA,2019,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.5238094329834
Nigeria,NGA,2018,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.9047622680664
Nigeria,NGA,2017,Government Effectiveness: Percentile Rank,GE.PER.RNK,13.8095235824585
Nigeria,NGA,2016,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.4285717010498
Nigeria,NGA,2015,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.2380952835083
Nigeria,NGA,2014,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.5384616851807
Nigeria,NGA,2013,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.6398105621338
Nigeria,NGA,2012,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.6398105621338
Nigeria,NGA,2011,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.7962083816528
Nigeria,NGA,2010,Government Effectiveness: Percentile Rank,GE.PER.RNK,10.0478467941284
Nigeria,NGA,2009,Government Effectiveness: Percentile Rank,GE.PER.RNK,8.61244010925293
Nigeria,NGA,2008,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.990291595459
Nigeria,NGA,2007,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.019416809082
Nigeria,NGA,2006,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.0487804412842
Nigeria,NGA,2005,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.5882358551025
Nigeria,NGA,2004,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.412935256958
Nigeria,NGA,2003,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.5405406951904
Nigeria,NGA,2002,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.1351346969604
Nigeria,NGA,2000,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.9398899078369
Nigeria,NGA,1998,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.8360652923584
Nigeria,NGA,1996,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.032787322998
Nigeria,NGA,2022,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.49056625366211
Nigeria,NGA,2021,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.09523773193359
Nigeria,NGA,2020,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.1904764175415
Nigeria,NGA,2019,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.1904764175415
Nigeria,NGA,2018,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.61904764175415
Nigeria,NGA,2017,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.09523773193359
Nigeria,NGA,2016,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.66666650772095
Nigeria,NGA,2015,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.5714282989502
Nigeria,NGA,2014,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,5.76923084259033
Nigeria,NGA,2013,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.00473976135254
Nigeria,NGA,2012,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.10900497436523
Nigeria,NGA,2011,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,5.68720388412476
Nigeria,NGA,2010,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,4.30622005462646
Nigeria,NGA,2009,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,3.34928226470947
Nigeria,NGA,2008,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,5.82524251937866
Nigeria,NGA,2007,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,5.33980560302734
Nigeria,NGA,2006,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.29268264770508
Nigeria,NGA,2005,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,10.7843141555786
Nigeria,NGA,2004,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.46268653869629
Nigeria,NGA,2003,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,5.40540552139282
Nigeria,NGA,2002,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,5.94594573974609
Nigeria,NGA,2000,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,4.37158489227295
Nigeria,NGA,1998,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,4.37158489227295
Nigeria,NGA,1996,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.01092910766602
Nigeria,NGA,2022,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,26.4150943756104
Nigeria,NGA,2021,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,27.1428565979004
Nigeria,NGA,2020,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,19.5238094329834
Nigeria,NGA,2019,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,16.6666660308838
Nigeria,NGA,2018,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,20.4761905670166
Nigeria,NGA,2017,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,21.4285717010498
Nigeria,NGA,2016,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,20
Nigeria,NGA,2015,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,25.7142848968506
Nigeria,NGA,2014,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,17.3076915740967
Nigeria,NGA,2013,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,26.5402851104736
Nigeria,NGA,2012,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,27.014217376709
Nigeria,NGA,2011,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,22.748815536499
Nigeria,NGA,2010,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,21.0526313781738
Nigeria,NGA,2009,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,20.0956935882568
Nigeria,NGA,2008,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,28.1553401947021
Nigeria,NGA,2007,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,25.2427177429199
Nigeria,NGA,2006,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,28.2926826477051
Nigeria,NGA,2005,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,33.8235282897949
Nigeria,NGA,2004,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,30.8457717895508
Nigeria,NGA,2003,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,31.8918914794922
Nigeria,NGA,2002,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,27.5675678253174
